snapshot_date,deal_id,deal_name,market_segment,status,revenue,date_created,target_implementation_date,source
2026-04-24,Ghost-GLO-41,Ghost Deal 41 (Global Market),Global Market,Qualified,443399,2026-02-27,2026-07-12,Ghost
2026-04-24,Ghost-GLO-42,Ghost Deal 42 (Global Market),Global Market,Qualified,425036,2026-02-27,2026-06-13,Ghost
2026-04-24,Ghost-LAR-43,Ghost Deal 43 (Large Market),Large Market,Qualified,208197,2026-02-27,2026-06-14,Ghost
2026-04-24,Ghost-SMA-44,Ghost Deal 44 (Small Market),Small Market,Qualified,23001,2026-02-27,2026-07-09,Ghost
2026-04-24,Ghost-SMA-45,Ghost Deal 45 (Small Market),Small Market,Qualified,21015,2026-02-27,2026-06-26,Ghost
2026-04-24,Ghost-GLO-46,Ghost Deal 46 (Global Market),Global Market,Qualified,462081,2026-03-06,2026-07-04,Ghost
2026-04-24,Ghost-LAR-47,Ghost Deal 47 (Large Market),Large Market,Qualified,226943,2026-03-06,2026-07-04,Ghost
2026-04-24,Ghost-SMA-48,Ghost Deal 48 (Small Market),Small Market,Qualified,24049,2026-03-06,2026-06-28,Ghost
2026-04-24,Ghost-GLO-49,Ghost Deal 49 (Global Market),Global Market,Qualified,459856,2026-03-13,2026-07-15,Ghost
2026-04-24,Ghost-GLO-50,Ghost Deal 50 (Global Market),Global Market,Qualified,449538,2026-03-13,2026-07-16,Ghost
2026-04-24,Ghost-GLO-51,Ghost Deal 51 (Global Market),Global Market,Qualified,476826,2026-03-13,2026-07-22,Ghost
2026-04-24,Ghost-GLO-52,Ghost Deal 52 (Global Market),Global Market,Qualified,452312,2026-03-13,2026-07-10,Ghost
2026-04-24,Ghost-LAR-53,Ghost Deal 53 (Large Market),Large Market,Qualified,228009,2026-03-13,2026-07-13,Ghost
2026-04-24,Ghost-LAR-54,Ghost Deal 54 (Large Market),Large Market,Qualified,195975,2026-03-13,2026-07-09,Ghost
2026-04-24,Ghost-LAR-55,Ghost Deal 55 (Large Market),Large Market,Qualified,203094,2026-03-13,2026-07-04,Ghost
2026-04-24,Ghost-LAR-56,Ghost Deal 56 (Large Market),Large Market,Qualified,193660,2026-03-13,2026-07-08,Ghost
2026-04-24,Ghost-LAR-57,Ghost Deal 57 (Large Market),Large Market,Qualified,202054,2026-03-13,2026-07-19,Ghost
2026-04-24,Ghost-LAR-58,Ghost Deal 58 (Large Market),Large Market,Qualified,205341,2026-03-13,2026-06-30,Ghost
2026-04-24,Ghost-SMA-59,Ghost Deal 59 (Small Market),Small Market,Qualified,22831,2026-03-13,2026-07-15,Ghost
2026-04-24,Ghost-MID-60,Ghost Deal 60 (Mid-Market),Mid-Market,Qualified,85230,2026-03-20,2026-07-31,Ghost
2026-04-24,Ghost-MID-61,Ghost Deal 61 (Mid-Market),Mid-Market,Qualified,76129,2026-03-20,2026-07-25,Ghost
2026-04-24,Ghost-MID-62,Ghost Deal 62 (Mid-Market),Mid-Market,Qualified,79610,2026-03-20,2026-07-03,Ghost
2026-04-24,Ghost-GLO-63,Ghost Deal 63 (Global Market),Global Market,Qualified,493717,2026-03-20,2026-07-08,Ghost
2026-04-24,Ghost-LAR-64,Ghost Deal 64 (Large Market),Large Market,Qualified,205352,2026-03-20,2026-07-12,Ghost
2026-04-24,Ghost-LAR-65,Ghost Deal 65 (Large Market),Large Market,Qualified,201462,2026-03-20,2026-07-20,Ghost
2026-04-24,Ghost-SMA-66,Ghost Deal 66 (Small Market),Small Market,Qualified,22220,2026-03-20,2026-07-14,Ghost
2026-04-24,Ghost-MID-67,Ghost Deal 67 (Mid-Market),Mid-Market,Qualified,89565,2026-03-27,2026-08-08,Ghost
2026-04-24,Ghost-MID-68,Ghost Deal 68 (Mid-Market),Mid-Market,Qualified,77359,2026-03-27,2026-07-27,Ghost
2026-04-24,Ghost-GLO-69,Ghost Deal 69 (Global Market),Global Market,Qualified,450264,2026-03-27,2026-07-23,Ghost
2026-04-24,Ghost-LAR-70,Ghost Deal 70 (Large Market),Large Market,Qualified,221699,2026-03-27,2026-07-30,Ghost
2026-04-24,Ghost-LAR-71,Ghost Deal 71 (Large Market),Large Market,Qualified,202432,2026-03-27,2026-07-27,Ghost
2026-04-24,Ghost-LAR-72,Ghost Deal 72 (Large Market),Large Market,Qualified,193765,2026-03-27,2026-07-15,Ghost
2026-04-24,Ghost-LAR-73,Ghost Deal 73 (Large Market),Large Market,Qualified,216442,2026-03-27,2026-07-27,Ghost
2026-04-24,Ghost-SMA-74,Ghost Deal 74 (Small Market),Small Market,Qualified,23762,2026-03-27,2026-07-25,Ghost
2026-04-24,Ghost-MID-75,Ghost Deal 75 (Mid-Market),Mid-Market,Qualified,87676,2026-04-03,2026-07-30,Ghost
2026-04-24,Ghost-MID-76,Ghost Deal 76 (Mid-Market),Mid-Market,Qualified,84357,2026-04-03,2026-08-14,Ghost
2026-04-24,Ghost-MID-77,Ghost Deal 77 (Mid-Market),Mid-Market,Qualified,89805,2026-04-03,2026-08-09,Ghost
2026-04-24,Ghost-MID-78,Ghost Deal 78 (Mid-Market),Mid-Market,Qualified,84546,2026-04-03,2026-08-10,Ghost
2026-04-24,Ghost-GLO-79,Ghost Deal 79 (Global Market),Global Market,Qualified,432910,2026-04-03,2026-08-12,Ghost
2026-04-24,Ghost-GLO-80,Ghost Deal 80 (Global Market),Global Market,Qualified,411154,2026-04-03,2026-07-24,Ghost
2026-04-24,Ghost-LAR-81,Ghost Deal 81 (Large Market),Large Market,Qualified,267352,2026-04-03,2026-07-21,Ghost
2026-04-24,Ghost-MID-82,Ghost Deal 82 (Mid-Market),Mid-Market,Qualified,82975,2026-04-10,2026-08-10,Ghost
2026-04-24,Ghost-MID-83,Ghost Deal 83 (Mid-Market),Mid-Market,Qualified,78562,2026-04-10,2026-08-16,Ghost
2026-04-24,Ghost-SMA-84,Ghost Deal 84 (Small Market),Small Market,Qualified,34551,2026-04-10,2026-08-21,Ghost
2026-04-24,Ghost-MID-85,Ghost Deal 85 (Mid-Market),Mid-Market,Qualified,78447,2026-04-17,2026-08-20,Ghost
2026-04-24,Ghost-MID-86,Ghost Deal 86 (Mid-Market),Mid-Market,Qualified,79805,2026-04-17,2026-08-16,Ghost
2026-04-24,Ghost-GLO-87,Ghost Deal 87 (Global Market),Global Market,Qualified,427044,2026-04-17,2026-08-18,Ghost
2026-04-24,Ghost-LAR-88,Ghost Deal 88 (Large Market),Large Market,Qualified,287054,2026-04-17,2026-08-15,Ghost
2026-04-24,Ghost-MID-89,Ghost Deal 89 (Mid-Market),Mid-Market,Qualified,82734,2026-04-24,2026-08-29,Ghost
2026-04-24,Ghost-MID-90,Ghost Deal 90 (Mid-Market),Mid-Market,Qualified,82230,2026-04-24,2026-08-26,Ghost
2026-04-24,Ghost-MID-91,Ghost Deal 91 (Mid-Market),Mid-Market,Qualified,81290,2026-04-24,2026-08-14,Ghost
2026-04-24,Ghost-GLO-92,Ghost Deal 92 (Global Market),Global Market,Qualified,422675,2026-04-24,2026-08-09,Ghost
2026-04-24,Ghost-GLO-93,Ghost Deal 93 (Global Market),Global Market,Qualified,450181,2026-04-24,2026-09-06,Ghost
2026-04-24,Ghost-LAR-94,Ghost Deal 94 (Large Market),Large Market,Qualified,264528,2026-04-24,2026-08-12,Ghost
2026-05-01,1605,Horizon Systems 341,Large Market,Closed Lost,208290,2025-01-31,2026-02-01,Existing
2026-05-01,1618,Catalyst Technologies 682,Large Market,Closed Lost,266650,2025-02-14,2026-02-01,Existing
2026-05-01,1631,Stonebridge Networks 235,Large Market,Closed Lost,174530,2025-02-28,2026-02-01,Existing
2026-05-01,1632,Sentinel Group 406,Small Market,Closed Lost,28508,2025-02-28,2026-02-01,Existing
2026-05-01,1647,Overwatch Solutions 42,Global Market,Closed Lost,480397,2025-03-14,2026-02-01,Existing
2026-05-01,1677,Vertex Systems 637,Small Market,Closed Lost,38481,2025-04-11,2026-02-01,Existing
2026-05-01,1685,Continuum Solutions 843,Global Market,Closed Lost,379295,2025-04-18,2026-02-01,Existing
2026-05-01,1702,Vector Global 121,Mid-Market,Closed Lost,120006,2025-04-25,2026-02-01,Existing
2026-05-01,1707,Parallax Solutions 931,Global Market,Closed Lost,361229,2025-05-02,2026-02-01,Existing
2026-05-01,1712,Continuum Systems 300,Global Market,Closed Lost,366565,2025-05-09,2026-02-01,Existing
2026-05-01,1719,BlueShift Enterprises 700,Large Market,Closed Lost,268975,2025-05-09,2026-02-01,Existing
2026-05-01,1721,Aether Solutions 613,Small Market,Closed Lost,15786,2025-05-16,2026-02-01,Existing
2026-05-01,1731,Sentinel Corp 477,Mid-Market,Closed Won,58462,2025-05-16,2026-02-01,Existing
2026-05-01,1734,PrimeAxis Systems 750,Global Market,Closed Lost,361323,2025-05-23,2026-02-01,Existing
2026-05-01,1745,Vertex Systems 699,Mid-Market,Closed Lost,72589,2025-05-30,2026-02-01,Existing
2026-05-01,1746,Catalyst Enterprises 778,Large Market,Closed Lost,263263,2025-05-30,2026-02-01,Existing
2026-05-01,1755,EdgePoint Networks 469,Large Market,Closed Lost,169838,2025-06-06,2026-02-01,Existing
2026-05-01,1763,Hyperion Global 879,Global Market,Closed Lost,313783,2025-06-13,2026-02-01,Existing
2026-05-01,1764,Quantum Systems 603,Mid-Market,Closed Lost,112202,2025-06-13,2026-02-01,Existing
2026-05-01,1775,Pathfinder Networks 356,Global Market,Closed Lost,398896,2025-06-20,2026-02-01,Existing
2026-05-01,1780,Elevate Global 151,Global Market,Closed Lost,456567,2025-06-27,2026-02-01,Existing
2026-05-01,1785,Catalyst Group 202,Large Market,Closed Lost,301168,2025-06-27,2026-02-01,Existing
2026-05-01,1788,TrueNorth Technologies 939,Mid-Market,Closed Lost,79373,2025-07-04,2026-01-09,Existing
2026-05-01,1789,PrimeAxis Corp 371,Mid-Market,Closed Lost,63538,2025-07-04,2026-02-01,Existing
2026-05-01,1790,SilverLine Group 151,Mid-Market,Closed Lost,119634,2025-07-04,2026-01-07,Existing
2026-05-01,1791,PrimeWave Global 66,Mid-Market,Closed Lost,79804,2025-07-04,2026-02-01,Existing
2026-05-01,1794,Longview Group 518,Large Market,Closed Lost,218546,2025-07-04,2026-01-17,Existing
2026-05-01,1795,NorthStar Global 194,Global Market,Closed Lost,402684,2025-07-04,2026-02-01,Existing
2026-05-01,1798,Skyline Solutions 386,Global Market,Closed Lost,433355,2025-07-11,2026-02-01,Existing
2026-05-01,1799,Unity Systems 795,Small Market,Closed Lost,33383,2025-07-11,2026-02-01,Existing
2026-05-01,1804,Continuum Networks 24,Small Market,Closed Lost,44124,2025-07-11,2026-01-08,Existing
2026-05-01,1810,Cornerstone Technologies 950,Small Market,Closed Lost,42079,2025-07-18,2026-02-01,Existing
2026-05-01,1811,Vector Systems 891,Global Market,Closed Lost,409145,2025-07-18,2026-02-01,Existing
2026-05-01,1814,CrossPoint Corp 727,Global Market,Closed Lost,443603,2025-07-18,2026-02-01,Existing
2026-05-01,1817,Overwatch Industries 772,Mid-Market,Closed Lost,50036,2025-07-18,2026-02-01,Existing
2026-05-01,1819,Zenith Solutions 401,Large Market,Closed Won,163619,2025-07-25,2026-02-01,Existing
2026-05-01,1820,Longview Global 578,Mid-Market,Closed Lost,57170,2025-07-25,2026-01-26,Existing
2026-05-01,1821,Zenith Industries 581,Mid-Market,Closed Lost,73971,2025-07-25,2026-02-01,Existing
2026-05-01,1830,Nexus Corp 568,Global Market,Closed Lost,438014,2025-07-25,2026-01-31,Existing
2026-05-01,1832,Pulse Industries 904,Large Market,Closed Lost,172159,2025-08-01,2026-02-07,Existing
2026-05-01,1833,Longview Global 613,Mid-Market,Closed Lost,47585,2025-08-01,2026-02-01,Existing
2026-05-01,1834,TrueNorth Industries 952,Global Market,Closed Lost,515777,2025-08-01,2026-02-12,Existing
2026-05-01,1836,Summit Group 257,Mid-Market,Closed Lost,73560,2025-08-01,2026-02-01,Existing
2026-05-01,1837,Pinnacle Systems 725,Mid-Market,Closed Lost,46758,2025-08-01,2026-01-20,Existing
2026-05-01,1839,Catalyst Enterprises 637,Global Market,Closed Lost,471836,2025-08-01,2026-02-01,Existing
2026-05-01,1840,BlueCore Technologies 201,Mid-Market,Closed Lost,51980,2025-08-01,2026-02-01,Existing
2026-05-01,1847,Clearwater Corp 472,Mid-Market,Closed Lost,44065,2025-08-08,2026-02-19,Existing
2026-05-01,1850,OmniCore Group 386,Small Market,Closed Lost,42372,2025-08-15,2026-02-06,Existing
2026-05-01,1855,Vector Technologies 572,Large Market,Closed Won,206039,2025-08-15,2026-01-03,Existing
2026-05-01,1856,NorthStar Networks 62,Mid-Market,Closed Lost,75449,2025-08-15,2026-02-27,Existing
2026-05-01,1857,HighMark Industries 111,Small Market,Closed Lost,23159,2025-08-15,2026-02-02,Existing
2026-05-01,1859,PrimeAxis Global 998,Mid-Market,Closed Lost,112173,2025-08-15,2026-02-17,Existing
2026-05-01,1869,Horizon Logistics 239,Global Market,Closed Lost,392946,2025-08-22,2026-01-23,Existing
2026-05-01,1872,IronGate Industries 954,Mid-Market,Closed Lost,80294,2025-08-29,2026-01-26,Existing
2026-05-01,1878,Nexus Group 938,Small Market,Closed Lost,26399,2025-08-29,2026-02-01,Existing
2026-05-01,1882,Vector Global 486,Global Market,Closed Lost,312898,2025-09-05,2026-02-01,Existing
2026-05-01,1883,Catalyst Industries 371,Small Market,Closed Lost,36415,2025-09-05,2026-01-20,Existing
2026-05-01,1884,Pinnacle Systems 97,Mid-Market,Closed Lost,100573,2025-09-05,2026-02-15,Existing
2026-05-01,1885,PrimeLine Enterprises 688,Global Market,Closed Lost,340362,2025-09-05,2026-03-02,Existing
2026-05-01,1886,BlueCore Group 683,Mid-Market,Closed Lost,92995,2025-09-05,2026-01-30,Existing
2026-05-01,1888,NorthStar Solutions 732,Mid-Market,Closed Lost,118287,2025-09-05,2026-02-01,Existing
2026-05-01,1891,Nexus Global 828,Large Market,Closed Lost,173463,2025-09-05,2026-01-30,Existing
2026-05-01,1893,Helix Technologies 477,Global Market,Closed Won,385217,2025-09-12,2026-02-01,Existing
2026-05-01,1901,SteelPeak Logistics 524,Global Market,Closed Lost,339515,2025-09-12,2026-04-01,Existing
2026-05-01,1903,Foundation Systems 747,Small Market,Closed Lost,40487,2025-09-12,2026-03-14,Existing
2026-05-01,1904,Redstone Industries 874,Global Market,Closed Lost,421279,2025-09-19,2026-02-18,Existing
2026-05-01,1906,Aether Global 507,Mid-Market,Closed Lost,75365,2025-09-19,2026-01-31,Existing
2026-05-01,1907,Optimum Industries 990,Small Market,Closed Lost,12626,2025-09-19,2026-03-08,Existing
2026-05-01,1914,Momentum Enterprises 262,Mid-Market,Closed Lost,84797,2025-09-26,2026-02-09,Existing
2026-05-01,1916,Sentinel Networks 771,Mid-Market,Closed Lost,118008,2025-09-26,2026-02-01,Existing
2026-05-01,1919,Fusion Group 372,Global Market,Closed Lost,363349,2025-09-26,2026-02-19,Existing
2026-05-01,1920,Synergy Solutions 377,Global Market,Closed Won,323601,2025-09-26,2026-02-01,Existing
2026-05-01,1924,EdgePoint Solutions 738,Mid-Market,Closed Lost,54020,2025-10-03,2026-04-12,Existing
2026-05-01,1929,Pinnacle Logistics 287,Small Market,Closed Lost,23965,2025-10-03,2026-03-22,Existing
2026-05-01,1936,Stronghold Technologies 552,Small Market,Closed Lost,25744,2025-10-10,2026-03-29,Existing
2026-05-01,1937,BlueShift Enterprises 434,Mid-Market,Closed Lost,51697,2025-10-10,2026-02-21,Existing
2026-05-01,1939,BlueShift Networks 193,Global Market,Closed Lost,441763,2025-10-10,2026-01-09,Existing
2026-05-01,1940,NorthStar Corp 831,Large Market,Closed Lost,261247,2025-10-10,2026-01-12,Existing
2026-05-01,1942,Stronghold Solutions 204,Large Market,Closed Lost,280682,2025-10-10,2026-04-12,Existing
2026-05-01,1948,Longview Enterprises 212,Global Market,Closed Lost,473063,2025-10-17,2026-04-15,Existing
2026-05-01,1949,Unity Industries 784,Small Market,Closed Lost,34886,2025-10-17,2026-01-24,Existing
2026-05-01,1950,Catalyst Logistics 290,Small Market,Closed Lost,25096,2025-10-24,2026-02-22,Existing
2026-05-01,1953,Momentum Global 676,Small Market,Closed Won,32869,2025-10-24,2026-01-27,Existing
2026-05-01,1955,Zenith Solutions 216,Small Market,Closed Lost,23134,2025-10-24,2026-03-22,Existing
2026-05-01,1956,Nexus Technologies 714,Mid-Market,Closed Lost,69371,2025-10-31,2026-03-11,Existing
2026-05-01,1958,Unity Global 663,Large Market,Closed Lost,275273,2025-10-31,2026-04-27,Existing
2026-05-01,1960,Elevate Logistics 951,Large Market,Closed Lost,216697,2025-10-31,2026-03-14,Existing
2026-05-01,1964,CrossPoint Global 252,Global Market,Closed Lost,365596,2025-10-31,2026-04-24,Existing
2026-05-01,1965,Northbound Group 461,Global Market,Closed Won,381321,2025-10-31,2026-03-13,Existing
2026-05-01,1966,Brightline Enterprises 501,Global Market,Closed Lost,367540,2025-10-31,2026-02-21,Existing
2026-05-01,1968,Vanguard Group 614,Large Market,Closed Lost,204476,2025-11-07,2026-02-08,Existing
2026-05-01,1970,Overwatch Group 287,Large Market,Closed Lost,149695,2025-11-07,2026-04-22,Existing
2026-05-01,1972,Aether Corp 51,Small Market,Closed Lost,25413,2025-11-07,2026-03-20,Existing
2026-05-01,1980,NorthStar Networks 555,Global Market,Qualified,325998,2025-11-14,2026-05-05,Existing
2026-05-01,1981,Parallax Networks 923,Global Market,Closed Lost,331853,2025-11-14,2026-02-25,Existing
2026-05-01,1984,Vector Enterprises 43,Small Market,Closed Lost,32262,2025-11-14,2026-03-24,Existing
2026-05-01,1985,Longview Industries 318,Small Market,Closed Lost,35643,2025-11-14,2026-02-27,Existing
2026-05-01,1987,AxisOne Group 656,Mid-Market,Closed Lost,82768,2025-11-21,2026-02-23,Existing
2026-05-01,1988,CoreTech Corp 49,Mid-Market,Closed Lost,83465,2025-11-21,2026-04-21,Existing
2026-05-01,1989,Clearwater Enterprises 554,Mid-Market,Qualified,85144,2025-11-21,2026-05-06,Existing
2026-05-01,1990,CloudScale Logistics 442,Small Market,Qualified,34019,2025-11-21,2026-05-02,Existing
2026-05-01,1992,Pathfinder Networks 82,Global Market,Closed Lost,461551,2025-11-21,2026-04-07,Existing
2026-05-01,1997,NextGen Networks 207,Small Market,Qualified,28739,2025-11-21,2026-05-19,Existing
2026-05-01,1998,Nexus Corp 692,Mid-Market,Closed Lost,70920,2025-11-28,2026-03-21,Existing
2026-05-01,1999,Ironclad Logistics 57,Global Market,Closed Lost,414296,2025-11-28,2026-05-01,Existing
2026-05-01,2000,Northbound Enterprises 130,Global Market,Closed Lost,384375,2025-11-28,2026-04-14,Existing
2026-05-01,2001,Zenith Corp 293,Large Market,Closed Lost,261630,2025-11-28,2026-03-03,Existing
2026-05-01,2002,CloudScale Enterprises 503,Global Market,Closed Lost,469768,2025-11-28,2026-03-01,Existing
2026-05-01,2006,CoreTech Systems 690,Global Market,Closed Lost,370009,2025-11-28,2026-04-24,Existing
2026-05-01,2007,HighMark Group 190,Small Market,Closed Lost,40941,2025-11-28,2026-03-11,Existing
2026-05-01,2008,Powerhouse Solutions 17,Mid-Market,Qualified,60440,2025-11-28,2026-05-12,Existing
2026-05-01,2009,Beacon Group 942,Large Market,Qualified,156478,2025-12-05,2026-05-18,Existing
2026-05-01,2013,Catalyst Enterprises 498,Large Market,Closed Lost,126435,2025-12-05,2026-03-08,Existing
2026-05-01,2016,DeepCore Group 527,Global Market,Closed Lost,370023,2025-12-12,2026-03-24,Existing
2026-05-01,2019,Elevate Group 663,Small Market,Closed Lost,37982,2025-12-12,2026-03-29,Existing
2026-05-01,2025,PrimeLine Solutions 396,Small Market,Qualified,42419,2025-12-19,2026-05-11,Existing
2026-05-01,Ghost-LAR-1,Ghost Deal 1 (Large Market),Large Market,Closed Lost,193463,2026-01-02,2026-04-17,Ghost
2026-05-01,Ghost-SMA-2,Ghost Deal 2 (Small Market),Small Market,Qualified,30074,2026-01-02,2026-05-10,Ghost
2026-05-01,Ghost-SMA-3,Ghost Deal 3 (Small Market),Small Market,Qualified,26118,2026-01-02,2026-05-03,Ghost
2026-05-01,Ghost-SMA-4,Ghost Deal 4 (Small Market),Small Market,Qualified,26144,2026-01-02,2026-05-11,Ghost
2026-05-01,Ghost-SMA-5,Ghost Deal 5 (Small Market),Small Market,Qualified,28963,2026-01-02,2026-05-06,Ghost
2026-05-01,Ghost-SMA-6,Ghost Deal 6 (Small Market),Small Market,Closed Lost,28399,2026-01-02,2026-04-25,Ghost
2026-05-01,Ghost-MID-7,Ghost Deal 7 (Mid-Market),Mid-Market,Closed Lost,93568,2026-01-09,2026-04-28,Ghost
2026-05-01,Ghost-MID-8,Ghost Deal 8 (Mid-Market),Mid-Market,Qualified,88029,2026-01-09,2026-05-04,Ghost
2026-05-01,Ghost-MID-9,Ghost Deal 9 (Mid-Market),Mid-Market,Qualified,85577,2026-01-09,2026-05-10,Ghost
2026-05-01,Ghost-GLO-10,Ghost Deal 10 (Global Market),Global Market,Qualified,358246,2026-01-09,2026-05-23,Ghost
2026-05-01,Ghost-SMA-11,Ghost Deal 11 (Small Market),Small Market,Qualified,27897,2026-01-09,2026-05-10,Ghost
2026-05-01,Ghost-SMA-12,Ghost Deal 12 (Small Market),Small Market,Qualified,26681,2026-01-09,2026-05-21,Ghost
2026-05-01,Ghost-LAR-13,Ghost Deal 13 (Large Market),Large Market,Qualified,178365,2026-01-16,2026-05-08,Ghost
2026-05-01,Ghost-LAR-14,Ghost Deal 14 (Large Market),Large Market,Qualified,188864,2026-01-16,2026-05-18,Ghost
2026-05-01,Ghost-LAR-15,Ghost Deal 15 (Large Market),Large Market,Qualified,191277,2026-01-16,2026-05-29,Ghost
2026-05-01,Ghost-LAR-16,Ghost Deal 16 (Large Market),Large Market,Qualified,213869,2026-01-16,2026-05-27,Ghost
2026-05-01,Ghost-SMA-17,Ghost Deal 17 (Small Market),Small Market,Qualified,26658,2026-01-16,2026-05-13,Ghost
2026-05-01,Ghost-MID-18,Ghost Deal 18 (Mid-Market),Mid-Market,Qualified,96102,2026-01-23,2026-05-25,Ghost
2026-05-01,Ghost-SMA-19,Ghost Deal 19 (Small Market),Small Market,Qualified,26888,2026-01-23,2026-05-11,Ghost
2026-05-01,Ghost-SMA-20,Ghost Deal 20 (Small Market),Small Market,Qualified,25656,2026-01-23,2026-06-02,Ghost
2026-05-01,Ghost-SMA-21,Ghost Deal 21 (Small Market),Small Market,Qualified,25533,2026-01-23,2026-05-17,Ghost
2026-05-01,Ghost-GLO-22,Ghost Deal 22 (Global Market),Global Market,Qualified,375411,2026-01-30,2026-06-01,Ghost
2026-05-01,Ghost-LAR-23,Ghost Deal 23 (Large Market),Large Market,Qualified,203517,2026-01-30,2026-05-23,Ghost
2026-05-01,Ghost-SMA-24,Ghost Deal 24 (Small Market),Small Market,Qualified,28917,2026-01-30,2026-05-21,Ghost
2026-05-01,Ghost-SMA-25,Ghost Deal 25 (Small Market),Small Market,Qualified,29154,2026-01-30,2026-05-29,Ghost
2026-05-01,Ghost-GLO-26,Ghost Deal 26 (Global Market),Global Market,Qualified,365544,2026-02-06,2026-06-16,Ghost
2026-05-01,Ghost-GLO-27,Ghost Deal 27 (Global Market),Global Market,Qualified,440117,2026-02-06,2026-06-05,Ghost
2026-05-01,Ghost-LAR-28,Ghost Deal 28 (Large Market),Large Market,Qualified,186394,2026-02-06,2026-05-28,Ghost
2026-05-01,Ghost-SMA-29,Ghost Deal 29 (Small Market),Small Market,Qualified,21290,2026-02-06,2026-06-18,Ghost
2026-05-01,Ghost-MID-30,Ghost Deal 30 (Mid-Market),Mid-Market,Qualified,72955,2026-02-13,2026-06-12,Ghost
2026-05-01,Ghost-GLO-31,Ghost Deal 31 (Global Market),Global Market,Qualified,370198,2026-02-13,2026-06-18,Ghost
2026-05-01,Ghost-GLO-32,Ghost Deal 32 (Global Market),Global Market,Qualified,384345,2026-02-13,2026-06-23,Ghost
2026-05-01,Ghost-LAR-33,Ghost Deal 33 (Large Market),Large Market,Qualified,178043,2026-02-13,2026-05-30,Ghost
2026-05-01,Ghost-SMA-34,Ghost Deal 34 (Small Market),Small Market,Qualified,21033,2026-02-13,2026-05-30,Ghost
2026-05-01,Ghost-MID-35,Ghost Deal 35 (Mid-Market),Mid-Market,Qualified,60229,2026-02-20,2026-06-11,Ghost
2026-05-01,Ghost-MID-36,Ghost Deal 36 (Mid-Market),Mid-Market,Qualified,61918,2026-02-20,2026-06-25,Ghost
2026-05-01,Ghost-GLO-37,Ghost Deal 37 (Global Market),Global Market,Qualified,382888,2026-02-20,2026-06-30,Ghost
2026-05-01,Ghost-LAR-38,Ghost Deal 38 (Large Market),Large Market,Qualified,191224,2026-02-20,2026-06-18,Ghost
2026-05-01,Ghost-SMA-39,Ghost Deal 39 (Small Market),Small Market,Qualified,20962,2026-02-20,2026-06-29,Ghost
2026-05-01,Ghost-MID-40,Ghost Deal 40 (Mid-Market),Mid-Market,Qualified,64459,2026-02-27,2026-06-12,Ghost
2026-05-01,Ghost-GLO-41,Ghost Deal 41 (Global Market),Global Market,Qualified,443399,2026-02-27,2026-07-12,Ghost
2026-05-01,Ghost-GLO-42,Ghost Deal 42 (Global Market),Global Market,Qualified,425036,2026-02-27,2026-06-13,Ghost
2026-05-01,Ghost-LAR-43,Ghost Deal 43 (Large Market),Large Market,Qualified,208197,2026-02-27,2026-06-14,Ghost
2026-05-01,Ghost-SMA-44,Ghost Deal 44 (Small Market),Small Market,Qualified,23001,2026-02-27,2026-07-09,Ghost
2026-05-01,Ghost-SMA-45,Ghost Deal 45 (Small Market),Small Market,Qualified,21015,2026-02-27,2026-06-26,Ghost
2026-05-01,Ghost-GLO-46,Ghost Deal 46 (Global Market),Global Market,Qualified,462081,2026-03-06,2026-07-04,Ghost
2026-05-01,Ghost-LAR-47,Ghost Deal 47 (Large Market),Large Market,Qualified,226943,2026-03-06,2026-07-04,Ghost
2026-05-01,Ghost-SMA-48,Ghost Deal 48 (Small Market),Small Market,Qualified,24049,2026-03-06,2026-06-28,Ghost
2026-05-01,Ghost-GLO-49,Ghost Deal 49 (Global Market),Global Market,Qualified,459856,2026-03-13,2026-07-15,Ghost
2026-05-01,Ghost-GLO-50,Ghost Deal 50 (Global Market),Global Market,Qualified,449538,2026-03-13,2026-07-16,Ghost
2026-05-01,Ghost-GLO-51,Ghost Deal 51 (Global Market),Global Market,Qualified,476826,2026-03-13,2026-07-22,Ghost
2026-05-01,Ghost-GLO-52,Ghost Deal 52 (Global Market),Global Market,Qualified,452312,2026-03-13,2026-07-10,Ghost
2026-05-01,Ghost-LAR-53,Ghost Deal 53 (Large Market),Large Market,Qualified,228009,2026-03-13,2026-07-13,Ghost
2026-05-01,Ghost-LAR-54,Ghost Deal 54 (Large Market),Large Market,Qualified,195975,2026-03-13,2026-07-09,Ghost
2026-05-01,Ghost-LAR-55,Ghost Deal 55 (Large Market),Large Market,Qualified,203094,2026-03-13,2026-07-04,Ghost
2026-05-01,Ghost-LAR-56,Ghost Deal 56 (Large Market),Large Market,Qualified,193660,2026-03-13,2026-07-08,Ghost
2026-05-01,Ghost-LAR-57,Ghost Deal 57 (Large Market),Large Market,Qualified,202054,2026-03-13,2026-07-19,Ghost
2026-05-01,Ghost-LAR-58,Ghost Deal 58 (Large Market),Large Market,Qualified,205341,2026-03-13,2026-06-30,Ghost
2026-05-01,Ghost-SMA-59,Ghost Deal 59 (Small Market),Small Market,Qualified,22831,2026-03-13,2026-07-15,Ghost
2026-05-01,Ghost-MID-60,Ghost Deal 60 (Mid-Market),Mid-Market,Qualified,85230,2026-03-20,2026-07-31,Ghost
2026-05-01,Ghost-MID-61,Ghost Deal 61 (Mid-Market),Mid-Market,Qualified,76129,2026-03-20,2026-07-25,Ghost
